"video_id","author_link","create_time","author_avatar","thumbnail_url","video_diggcount","video_playcount","author_followers","author_followings","author_unique_id","author_nickname","video_sharecount","video_commentcount","signature"
"7411700282402360594","https://www.tiktok.com/@leo.note","2024-09-07","https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/370fbeb6de605017a79794fc2ea3a525~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=443628a1&x-expires=1752148800&x-signature=RgTld5YcihItY%2BynSQVPBKguFwc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ae8df0c6e7d0475ab9eefe6f71da8085_1725670961~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=ac306293&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=tO3nAsk3SWMMmpUAGQUpGZfPlbY%3D","8340","100265","140190","284","leo.note","Leo | Stationery @leo.note","228","65","🇵🇭STATIONERY SERIES☆ 💌work with me: leostationery01@gmail.com shoplinks⬇️"
"7370331066801884423","https://www.tiktok.com/@kilonotesapp","2024-05-18","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/3a7eec492bce77f1c560b04c6392234f~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=ecb8a51d&x-expires=1752148800&x-signature=1uqFT%2FSQx9Sp%2Fat4PYjZzBwzt9k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/708017d8b1ab4eb39682926c5ba5156e_1716038933~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=7da27bc8&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=gQyFYZVEbVYo9HtDPc1liW2lWgM%3D","61991","1757832","94347","230","kilonotesapp","Create with kilonotes | Sophia","3751","433","👋🏻 I'm Sophia 📱 iPad-Android study notes+digital journal ⬇️ Download for FREE"
"7513949291942284590","https://www.tiktok.com/@essynotes","2025-06-09","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oM65FilCiIFIwRIr3GfOmJuAIrYI0BpJBC3VAQ~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=a11695eb&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=x34logKHO0vhC8%2BykJlSoRdnnzM%3D","31050","641248","221755","106","essynotes","essynotes✨","1147","84","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7410950891932585222","https://www.tiktok.com/@nicole.studywme","2024-09-05","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/749da43781abe3f769a563a6884f31a3~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=19c3b277&x-expires=1752148800&x-signature=VM761VFF6zipAnaP8GKQmXhG%2BEY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/1ef6118b7ec94632865d17a869cf7c9c_1725496482~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=f9162bd3&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1746194400&x-signature=ABY89UvC%2FOyyG6hU5Q1Ga0cElb4%3D","1328","39714","37236","116","nicole.studywme","nicole.studywme","119","18","Honours biopharm 👩‍🎓  Building ---> Turbolearn"
"7419858865786768645","https://www.tiktok.com/@nicole.studywme","2024-09-29","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/749da43781abe3f769a563a6884f31a3~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=19c3b277&x-expires=1752148800&x-signature=VM761VFF6zipAnaP8GKQmXhG%2BEY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/d1e96748d7d14f15b0cd772e6a8c9d93_1727570528~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=ba823aea&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1747533600&x-signature=jU4i02HEPT8MNrvTHsHojMrY1x0%3D","10886","103050","37236","116","nicole.studywme","nicole.studywme","1206","33","Honours biopharm 👩‍🎓  Building ---> Turbolearn"
"7510689543176195374","","2025-05-31","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","","417","6453","221755","106","essynotes","essynotes✨","8","11","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7468025645767970054","https://www.tiktok.com/@itsangelicageorges","2025-02-05","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/232d1ecf7f70c7fa1d63487e6ae2fc62~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=9bb3c651&x-expires=1752148800&x-signature=SwQ8g%2FdQsnunjeuc82E2BIDgrD4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ooCHH0HEADRiAQeI7CFnAgFDQ0JmABX4f8oE6w~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b997cb74&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=32CdHGCPqHZ3ecdXTwsIQ1Ro3gU%3D","120788","1833508","2169226","229","itsangelicageorges","itsangelicageorges","4992","266","A mix of guidance and inspiration✨ Montreal  BI📧 : angelica@socialxtalent.com"
"7443955855420230958","https://www.tiktok.com/@jacquelineosull","2024-12-02","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/29fd704f69df0ceb941e186e358163cb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=47995296&x-expires=1752148800&x-signature=PUu%2F9KaaZYIpWo8wGT8WQ4rHvmY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ow0mOAQWxpB1niIzFpifBAwI3Puw87E6IHB7CW~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=5607aeaf&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752044400&x-signature=Yt%2B06L4x56nQI4tL62iiWlEHwKA%3D","63551","2262207","16095","28","jacquelineosull","Jacqueline","13083","299","The corporate life hack --> ""Minutes AI"" on the App Store 😘"
"7521494810411175182","","2025-06-29","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","","625","7272","221755","106","essynotes","essynotes✨","3","5","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7387034566701403438","https://www.tiktok.com/@essynotes","2024-07-02","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/5afc62ad0b5c4817865cd1a3adbeadcb_1719928027~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=54aaa1a4&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=sR68v9BrhhCrMMTNT7t6kBaYqfU%3D","138146","2353568","221755","106","essynotes","essynotes✨","3195","543","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7095159402872704261","https://www.tiktok.com/@itsangelicageorges","2022-05-08","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/232d1ecf7f70c7fa1d63487e6ae2fc62~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=9bb3c651&x-expires=1752148800&x-signature=SwQ8g%2FdQsnunjeuc82E2BIDgrD4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/362ccc1cbe434fba992c9aac6c236101_1651970534~tplv-tiktokx-dmt-logom:tos-useast2a-v-0068/1c42fd37429f4251810667b39b549b4d.image?biz_tag=musically_video.video_cover&dr=16684&idc=maliva&ps=933b5bde&refresh_token=dcfab813&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=xW%2Bjpz2fed%2FC4JERQhklEDYPYY0%3D","54074","754455","2169226","229","itsangelicageorges","itsangelicageorges","800","194","A mix of guidance and inspiration✨ Montreal  BI📧 : angelica@socialxtalent.com"
"7450456572972502290","https://www.tiktok.com/@handy.works.with.nisha","2024-12-20","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/490b10e3049922abebd76d1c8da214a2~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=1c31ce0e&x-expires=1752148800&x-signature=rtkrp1Fz4NpFANsjmSuGAyBSQzc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oEAAli5kts8sBV4AIfSBqlC2wKivABAIAzVhEG~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b69212db&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=ooPthhPlHP1Z1p%2Fwxh0Oiaw%2Fd2Q%3D","9379","467990","524617","6","handy.works.with.nisha","Handy works with Nisha","2740","151","My YouTube 👇"
"7211644322800880939","https://www.tiktok.com/@mtholfsen","2023-03-17","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7b349a7020acef968a4f6f5e0ed8b166~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=87f30735&x-expires=1752148800&x-signature=6pfpToZ%2FF0ZCDOF7%2FMMstUl2y0w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/5bf839fe01504e36b7e79bcf1f4b16be~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b7e43745&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1747116000&x-signature=IUNL3KYfXEuSgRv%2BkizNLOwqICg%3D","1649","68078","1457082","217","mtholfsen","Mike Tholfsen - Microsoft tips","226","16","Useful Microsoft tips 💡 Product Manager @ Microsoft ⬇️ More on YouTube ⬇️"
"6951140368402386182","https://www.tiktok.com/@snehageorrge","2021-04-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/64362161dd1d9b4db5dc3be1e32e5113~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=83150dec&x-expires=1752148800&x-signature=UO6M8HoxllswKWfSDUb9OJ8ctuE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/2a8a1cbf7c2f409dad837fca012ea015~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=2768fb05&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=Ay%2BUyMkhBFzb3nSN9GAvFy7nFgY%3D","171975","2320655","242727","107","snehageorrge","sneha | nursing student 🎀","2766","840","handwriting inspo + nursing 🎀📝 @Vital Influence  📧:sneha@vitalinfluence.com"
"7524304656202206520","https://www.tiktok.com/@juststwef","2025-07-07","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c11ccf189a902f32ba99ce2517b77e3~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=5422a507&x-expires=1752148800&x-signature=Dc%2FwZyQMTkLNkTCAclpAp%2BKHh9M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/okBVA2laKFl6QE7HIoEDhNfxImoiQMFfBJrZCR~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=ac544359&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=IJ8jp1BU%2FN9DQIWLSZjSn129lsk%3D","851","7787","60492","28","juststwef","stwef","60","31","motivation | studytok | ed tech  💌 collab: juststwef@gmail.com  links ⬇️"
"7238239282371104026","https://www.tiktok.com/@mlsc.cozy","2023-05-28","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/94a437f7b45b0406b56d273a7bb06258~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=2df226fe&x-expires=1752148800&x-signature=ptEteqSZnEwxbEf40g%2FZj59bXSc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","","8939","264726","35096","213","mlsc.cozy","mlsc.cozy","387","94","Books | Desk Setup | Journaling | Tech | Gaming   💌mlscstudies1@gmail.com"
"7236417166503972122","https://www.tiktok.com/@madetoplan","2023-05-23","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334950606252310534~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=93ba1e9f&x-expires=1752148800&x-signature=cbINrK6kw0%2FoxPO0oGvpImhPIBY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/d215f341598d4ff097a8d28723ac2595_1684859678~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b62f6a42&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=IcNmMuuOrUfogZUfYmwPYu6tRFU%3D","2597441","26139311","599155","245","madetoplan","madetoplan | digital planning","68042","3125","✍🏻💞✨📓🧚🏻 Kate | digital planning ↓ 2025 planners, notebooks, font & freebies"
"7446962864646114590","https://www.tiktok.com/@aaliyahim","2024-12-11","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b9cc8c2a763ad635717c739c8c8fa0e5~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f8901417&x-expires=1752148800&x-signature=v52gFz9vaLmtPVMk72IqE5araEc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o8DJAEwA1Q2WUF2EoVlfCIAqebASCRAlxnIOAE~tplv-tiktokx-dmt-logom:tos-useast8-i-0068-tx2/ooOAEWfDVEl5RenEv76LBW1OYCVAwE1AFAATIA.image?biz_tag=musically_video.video_cover&dr=16684&idc=maliva&ps=933b5bde&refresh_token=798695c0&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1744174800&x-signature=umUnWdjHMdyGfSpqVylD%2Bq5ycsU%3D","30373","249041","100186","468","aaliyahim","studywithaaliyah","1822","108","pharmacy student 🥼⚕️📖💊✨"
"7215893474116111622","https://www.tiktok.com/@thisgirlraneem_","2023-03-29","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c9fa596399662f486776624e89eecaf~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=10611b35&x-expires=1752148800&x-signature=TewNbO09USUNAqhodf%2FcddNPgXQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ea35d5a2417e4581be96144f13260931_1680081127~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=6b77bbb7&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=RJDBcqH7UGFE6g8z9x8s0cD23rI%3D","290603","2798654","14031","18","thisgirlraneem_","thisgirlraneem_","5884","2173","🌱 Art • study • books • and more! ✨ Discount codes & useful links ↓"
"7484943239540247826","https://www.tiktok.com/@patrishadictado","2025-03-23","https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/628610f691baef24725e0c52c7983789~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=d64cccef&x-expires=1752148800&x-signature=sR4ak6IfnRAhaNDRjSK7ngmLhFQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o8Ay39zODQGDEf9wAmFAUGR8FCfKnABIEMglE3~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=3e78f23a&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=gpwWG9n3Y0Ub4E340U8LbGo8xgU%3D","54436","494624","24527","24","patrishadictado","patit 🌸","2775","130","Patrisha Dictado on YT & IG 🌺 💌 workwithpatrishadictado@gmail.com"
"7365512170215738629","https://www.tiktok.com/@mlkeutea","2024-05-05","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/52beda4a54f0292bc88b0c6f5133bd98~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=b81fc7cc&x-expires=1752148800&x-signature=qGpKC3SXxg2szr7akyi5ZbM%2BvPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/8ab0470c5a304d3b86605b5732b0d37f_1714916946~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=e1dfb587&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=cdlJY%2B2xcvTnRFoxvXyOtVcHGJQ%3D","552545","5774151","11489","131","mlkeutea","mlkeutea","3609","1777","business inquiries ↓"
"7259924365645565226","https://www.tiktok.com/@studymoofin","2023-07-26","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ba18e14063fe560ed0540a7ca05f56e6~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=369c84b3&x-expires=1752148800&x-signature=esYB8D3QMygmp1yXKOKWuwUwNLI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oE3mKAAtcrYxee3A4AqhAgxeMHQ6fcMqiYfAjQ~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=6b61aee3&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=G23htmn2UozK1Of9tZl2qK7yXlo%3D","1598274","26538415","858282","54","studymoofin","studymoofin ౨ৎ","56558","4931","lifestyle + asmr 🤍  amazon page, ig, yt ↓ 💌 studymoofin@gmail.com"
"7226042324902595886","https://www.tiktok.com/@essynotes","2023-04-25","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/f5015cd7cbcd46149a6b23865dd8d37b_1682444100~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b402de1b&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=79sZjkN25zHjBJILegw0XCdEjxE%3D","26855","536229","221755","106","essynotes","essynotes✨","242","124","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7480392472523476270","https://www.tiktok.com/@essynotes","2025-03-11","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o0AARpiIEBwzet5vxsiJPrDWwXiAkCAhBB9IA4~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=a42c6c25&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=vdewAnlc2OXWfW5TtqP9aAbiGoc%3D","12640","161671","221755","106","essynotes","essynotes✨","340","70","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7500746215479512366","https://www.tiktok.com/@aprilstudies","2025-05-05","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f14a097666f570a1b15a284fe0fc92e2~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=37da8cae&x-expires=1752148800&x-signature=JLCuomIIl332wyTDSw6Z0z1kKQk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o8oASBYKYCsEAAFRgDhIeRjAAGEOgdfAkEADEn~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=10df4dc2&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1748052000&x-signature=pw1y%2F7JiDC0zjpooQiDRTpR%2BxRI%3D","330","6151","10691","329","aprilstudies","aprilstudies 🫀🩺","8","16","pre-nursing student 🤍 sharing what helped me 💌 https://linktr.ee/aprilstudies"
"7468832923018366213","https://www.tiktok.com/@ecu_droid","2025-02-08","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bcb5aa263456240adec346a33793b9ed~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=cf212d7f&x-expires=1752148800&x-signature=GicbnAztrqT6ct%2B5Ru1GHw%2FFjxY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/okfTDf89IE7SQfPWOAPgFEzNIcjTAAlQFC2Asy~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=8d014719&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1747116000&x-signature=9nLbssHgYzh%2BoReyVl0uUnKUbW8%3D","123397","2500698","392373","322","ecu_droid","Ecu Droid","40166","558","⚡️Creador de Contenido tech⚙️ contacto.ecudroid@gmail.com ↘️Link de mi perfil↙️"
"7072427310430899462","https://www.tiktok.com/@alevelhelp.32","2022-03-07","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7316848042106159110~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=bcd75967&x-expires=1752148800&x-signature=pgPb1t3kyZhUa0EcFJZTnXUB5NY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/79daf07417e649569ab3434ed5b93cf8~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=ff7cc47d&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1747116000&x-signature=zi%2Ffk2jsxpZuyBohGMXL61PIO7E%3D","12106","308087","601282","5","alevelhelp.32","𝑨-𝒍𝒆𝒗𝒆𝒍 𝒉𝒆𝒍𝒑","134","22","study hacks + tips 📑 business & PR: alevelhelp.32@gmail.com UK 📍"
"7522449763170667781","https://www.tiktok.com/@juststwef","2025-07-02","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c11ccf189a902f32ba99ce2517b77e3~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=5422a507&x-expires=1752148800&x-signature=Dc%2FwZyQMTkLNkTCAclpAp%2BKHh9M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oYHfRFwSADzRvD5zIEHBafNuhdEEZoZJQGBlIH~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=b424b01a&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=IER%2FG%2BQbnHelq%2Bev%2FBRuLhcEKCE%3D","1837","13056","60492","28","juststwef","stwef","41","52","motivation | studytok | ed tech  💌 collab: juststwef@gmail.com  links ⬇️"
